text,Author,Author_num
"['said', 'the', 'beadle,', 'growing', 'very', 'red', 'in', 'the', 'face.\n', '\n', ""'So"", 'do', ""I,'"", 'rejoined', 'the', 'undertaker.\n', '\n', ""'And"", 'I', 'only', 'wish', ""we'd"", 'a', 'jury', 'of']",CharlesDickens,0
"['hundred', 'times', 'his', 'own', 'length.', 'Well,', 'suppose', 'a', 'man', 'could', 'go\n', 'fifteen', 'hundred', 'times', 'his', 'own', 'length', 'in', 'a', 'second--say,', 'a', 'mile', 'and', 'a\n', 'half.']",MarkTwain,1
"['but', 'Tom', 'was', 'already', 'on', 'his', 'way', 'back,', 'and', 'when', 'we', 'felt', 'his\n', 'hands', 'on', 'our', 'knees', 'my', 'breath', 'stopped', 'sudden,', 'and', 'my', 'heart', 'fell']",MarkTwain,1
"['which', 'was', 'on', 'the', 'table,', 'started', 'furiously', 'up.', 'He', 'trembled\n', 'very', 'much', 'though;', 'for,', 'even', 'in', 'his', 'terror,', 'Oliver', 'could', 'see', 'that', 'the\n', 'knife', 'quivered']",CharlesDickens,0
"['hurried', 'off.', '', 'But,', 'as', 'it', 'chanced', 'to', 'be', 'immediately', 'under\n', 'his', 'nose,', 'it', 'followed,', 'as', 'a', 'matter', 'of', 'course,', 'that', 'he', 'looked', 'all', 'over\n']",CharlesDickens,0
"['time.\n', '\n', ""'Hush,"", ""Dick!'"", 'said', 'Oliver,', 'as', 'the', 'boy', 'ran', 'to', 'the', 'gate,', 'and', 'thrust', 'his\n', 'thin', 'arm', 'between', 'the', 'rails', 'to', 'greet', 'him.', '']",CharlesDickens,0
"['getting', 'ready,', 'and', 'the', 'people', 'went', 'ashore,', 'drifting', 'out\n', 'one', 'at', 'a', 'time,', 'and', 'old', 'Nat', 'he', 'was', 'the', 'last.', 'Of', 'course', 'it', ""wouldn't"", 'do']",MarkTwain,1
"['of\n', 'surmounting', 'them;', 'so,', 'after', 'a', 'good', 'deal', 'of', 'thinking', 'to', 'no', 'particular\n', 'purpose,', 'he', 'changed', 'his', 'little', 'bundle', 'over', 'to', 'the', 'other', 'shoulder,', 'and\n']",CharlesDickens,0
"['his', 'luggage', 'put', 'into', 'his', 'hand--which', 'was', 'not', 'very', 'difficult', 'to\n', 'carry,', 'inasmuch', 'as', 'it', 'was', 'all', 'comprised', 'within', 'the', 'limits', 'of', 'a', 'brown\n', 'paper']",CharlesDickens,0
"['hailed', 'by', 'a', 'boisterous', 'shout', 'from\n', 'all', 'the', 'hopeful', 'pupils', 'of', 'the', 'merry', 'old', 'gentleman.', 'In', 'the', 'midst', 'of\n', 'which', 'they', 'went', 'to', 'supper.\n', '\n']",CharlesDickens,0
"['Mr.', 'Bumble', 'returned', 'very', 'brief', 'and', 'snappish', 'replies;', 'for\n', 'the', 'temporary', 'blandness', 'which', 'gin-and-water', 'awakens', 'in', 'some', 'bosoms', 'had\n', 'by', 'this', 'time', 'evaporated;', 'and', 'he']",CharlesDickens,0
"['piteous', 'and', 'helpless', 'look,', 'with', 'some\n', 'astonishment,', 'for', 'a', 'few', 'seconds;', 'hemmed', 'three', 'or', 'four', 'times', 'in', 'a', 'husky\n', 'manner;', 'and', 'after', 'muttering', 'something', 'about']",CharlesDickens,0
"['alarmed', 'at', 'his', 'own\n', 'temerity:\n', '\n', ""'Please,"", 'sir,', 'I', 'want', 'some', ""more.'\n"", '\n', 'The', 'master', 'was', 'a', 'fat,', 'healthy', 'man;', 'but', 'he', 'turned', 'very', 'pale.']",CharlesDickens,0
"[""'It's"", 'only', 'about', 'young', 'Twist,', 'my', ""dear,'"", 'said', 'Mr.', 'Sowerberry.', ""'A"", 'very\n', 'good-looking', 'boy,', 'that,', 'my', ""dear.'\n"", '\n', ""'He"", 'need', 'be,', 'for', 'he', 'eats', ""enough,'""]",CharlesDickens,0
"['come', 'here', 'to', 'be', 'educated,', 'and', 'taught', 'a', 'useful', ""trade,'\n"", 'said', 'the', 'red-faced', 'gentleman', 'in', 'the', 'high', 'chair.\n', '\n', ""'So"", ""you'll"", 'begin', 'to', 'pick', 'oakum']",CharlesDickens,0
"['thirty', 'foot', 'of', 'the', 'land--that', 'is,', 'it', 'was', 'land\n', 'if', 'sand', 'is', 'land;', 'for', 'this', ""wasn't"", 'anything', 'but', 'pure', 'sand.', 'Tom', 'and', 'me\n', 'clumb', 'down']",MarkTwain,1
"['for', 'fear', 'the', 'other', 'one', 'would', 'give', 'way\n', 'under', 'me.\n', '\n', 'But', 'Tom', 'was', 'aboard', 'by', 'this', 'time,', 'and', 'he', 'started', 'the', 'balloon', 'up', 'a']",MarkTwain,1
"['workhouse--the', 'humble,', 'half-starved', 'drudge--to\n', 'be', 'cuffed', 'and', 'buffeted', 'through', 'the', 'world--despised', 'by', 'all,', 'and', 'pitied\n', 'by', 'none.\n', '\n', 'Oliver', 'cried', 'lustily.', 'If', 'he', 'could', 'have']",CharlesDickens,0
"['woman', 'was', 'staring', 'up,', 'with\n', 'the', 'back', 'of', 'her', 'head', 'between', 'her', 'shoulders', 'and', 'the', 'child', 'with', 'its', 'arms\n', 'locked', 'around', 'her', 'neck.', 'And', 'there']",MarkTwain,1
"['to;', 'though', 'as', 'heaven', 'is', 'my', 'judge', 'I', 'am', 'an', 'innocent', 'man\n', 'and', 'not', 'deserving', 'of', 'the', 'full', 'penalties', 'of', 'the', 'law', 'and', 'leaving', 'behind\n']",MarkTwain,1
"['together', 'on', 'the', 'expediency', 'of', 'shipping', 'off', 'Oliver', 'Twist,', 'in\n', 'some', 'small', 'trading', 'vessel', 'bound', 'to', 'a', 'good', 'unhealthy', 'port.', '', 'This\n', 'suggested', 'itself', 'as']",CharlesDickens,0
"['\n', 'CHAPTER', 'VI\n', '\n', 'OLIVER,', 'BEING', 'GOADED', 'BY', 'THE', 'TAUNTS', 'OF', 'NOAH,', 'ROUSES', 'INTO', 'ACTION,', 'AND\n', 'RATHER', 'ASTONISHES', 'HIM\n', '\n', 'The', ""month's"", 'trial', 'over,', 'Oliver']",CharlesDickens,0
"['of', 'whisky', 'inter\n', 'a', 'one-gallon', 'jug,', 'kin', 'you?', 'No,', 'sir,', ""'twould"", 'strain', 'de', 'jug.', 'Yes,', 'en', 'even\n', 'den', 'you', ""couldn't,"", 'I', ""don't"", 'believe.', 'Why,', 'looky']",MarkTwain,1
"['was,', 'out', 'over', 'the', 'very', 'ocean', 'itself,', 'and\n', 'going', 'like', 'a', 'cyclone.', 'Then', 'we', 'woke', 'up,', 'I', 'tell', 'you!\n', '\n', 'We', 'made', 'a', 'break', 'aft']",MarkTwain,1
"['feelings', 'to', 'observe', 'the', 'effect', 'his', 'eloquence', 'had', 'produced;\n', ""'Come,"", 'Oliver!', '', 'Wipe', 'your', 'eyes', 'with', 'the', 'cuffs', 'of', 'your', 'jacket,', 'and', ""don't\n"", 'cry', 'into']",CharlesDickens,0
"['nearly', 'murdered--all', 'but', 'murdered,', 'sir,--by', 'young', ""Twist.'\n"", '\n', ""'By"", ""Jove!'"", 'exclaimed', 'the', 'gentleman', 'in', 'the', 'white', 'waistcoat,', 'stopping\n', 'short.', '', ""'I"", 'knew', 'it!', '', 'I']",CharlesDickens,0
"['the', 'treasures.ï¿½\n', '\n', 'So', 'we', 'begun', 'to', 'gaze,', 'and', 'he', 'begun', 'to', 'tell', 'about', 'it', 'out', 'of', 'the', 'Arabian\n', 'Nights.\n', '\n', '\n', '\n', 'CHAPTER', 'X.']",MarkTwain,1
"['elicit,', 'and', 'was\n', 'in', 'the', 'habit', 'of', 'receiving,', 'staggered', 'Mr.', 'Bumble', 'not', 'a', 'little.', '', 'He\n', 'stepped', 'back', 'from', 'the', 'keyhole;', 'drew', 'himself', 'up', 'to']",CharlesDickens,0
"['his', 'originals', 'come', 'from;', 'but', 'I', ""didn't\n"", 'more', 'than', 'half', 'believe', 'it.', 'I', ""couldn't,"", 'you', 'know;', 'it', 'seemed', 'too', 'awful', 'far\n', 'away', 'for', 'us', 'to']",MarkTwain,1
"['be', ""done!'"", 'exclaimed', 'Mrs.', 'Sowerberry.', '', ""'Your"", ""master's"", 'not', 'at\n', 'home;', ""there's"", 'not', 'a', 'man', 'in', 'the', 'house,', 'and', ""he'll"", 'kick', 'that', 'door', 'down', 'in\n']",CharlesDickens,0
"['to', 'sleep!\n', '\n', 'Poor', 'Oliver!', '', 'He', 'little', 'thought,', 'as', 'he', 'lay', 'sleeping', 'in', 'happy\n', 'unconsciousness', 'of', 'all', 'around', 'him,', 'that', 'the', 'board', 'had', 'that']",CharlesDickens,0
"['miles', 'away', 'from', 'the', 'town,', 'he', 'ran,', 'and', 'hid', 'behind', 'the', 'hedges,', 'by\n', 'turns,', 'till', 'noon:', 'fearing', 'that', 'he', 'might', 'be', 'pursued', 'and', 'overtaken.', '']",CharlesDickens,0
"['my', 'need,', 'and', 'He', 'will', 'remember', 'this,', 'and', 'you', 'will', 'lose', 'by', 'it.ï¿½\n', '\n', 'That', 'made', 'the', 'camel-driver', 'feel', 'shaky,', 'but', 'all', 'the', 'same', 'he']",MarkTwain,1
"['but', 'when', ""they've\n"", 'got', 'one,', 'and', 'you', 'beg', 'for', 'the', 'core', 'and', 'remind', 'them', 'how', 'you', 'give', 'them\n', 'a', 'core', 'one', 'time,', 'they', 'say', 'thank']",MarkTwain,1
"['The', 'gruel', 'disappeared;', 'the', 'boys\n', 'whispered', 'each', 'other,', 'and', 'winked', 'at', 'Oliver;', 'while', 'his', 'next', 'neighbors\n', 'nudged', 'him.', '', 'Child', 'as', 'he', 'was,', 'he', 'was']",CharlesDickens,0
"['in', 'a', 'white', 'waistcoat', 'crossing', 'the', 'yard,', 'he', 'was', 'more', 'tragic', 'in\n', 'his', 'lamentations', 'than', 'ever:', 'rightly', 'conceiving', 'it', 'highly', 'expedient', 'to\n', 'attract', 'the', 'notice,']",CharlesDickens,0
"['dah,', 'Mars\n', 'Tom.', 'Please', 'git', 'him', 'to', 'turn', 'back;', 'I', 'wants', 'to', 'be', 'whah--ï¿½\n', '\n', 'All', 'of', 'a', 'sudden', 'we', 'see', 'something,', 'and', 'all', 'jumped']",MarkTwain,1
"['\n', ""ï¿½Don't"", 'you', 'own', 'these', 'camels?ï¿½\n', '\n', 'ï¿½Yes,', ""they're"", 'mine.ï¿½\n', '\n', 'ï¿½Are', 'you', 'in', 'debt?ï¿½\n', '\n', 'ï¿½Who--me?', 'No.ï¿½\n', '\n', 'ï¿½Well,', 'a', 'man', 'that', 'owns', 'a']",MarkTwain,1
"['was', 'a', 'million\n', 'of', 'them', 'as', 'not;', ""they'd"", 'never', 'touch', 'him', 'nor', 'bother', 'him.\n', '\n', 'We', 'went', 'up', 'to', 'the', 'cold', 'weather', 'to', 'freeze', ""'em""]",MarkTwain,1
"['most', 'assiduously,', 'with', 'the', 'view', 'of', 'catching', 'up', 'any', 'stray', 'splashes', 'of\n', 'gruel', 'that', 'might', 'have', 'been', 'cast', 'thereon.', '', 'Boys', 'have', 'generally', 'excellent\n', 'appetites.']",CharlesDickens,0
"['The', 'fastest', 'man', ""can't"", 'run', 'more', 'than\n', 'about', 'ten', 'miles', 'in', 'an', 'hour--not', 'much', 'over', 'ten', 'thousand', 'times', 'his', 'own\n', 'length.', 'But', 'all', 'the', 'books']",MarkTwain,1
"['had\n', 'before,', 'and', 'so', 'it', 'seemed', 'foolish', 'to', 'sleep', 'and', 'not', 'make', 'the', 'most', 'of', 'it;', 'I\n', ""mightn't"", 'ever', 'have', 'such', 'a', 'chance', 'again.\n', '\n']",MarkTwain,1
"['he', 'can', 'jump', 'more', 'than', 'three', 'hundred', 'times', 'his', 'own\n', 'length,', 'and', 'keep', 'it', 'up', 'all', 'day,', 'five', 'such', 'jumps', 'every', 'second,', 'which\n', 'is', 'fifteen']",MarkTwain,1
"['merry', 'now,', 'and', 'she', 'lying', 'there:', 'so', 'cold', 'and\n', 'stiff!', '', 'Lord,', 'Lord!--to', 'think', 'of', 'it;', ""it's"", 'as', 'good', 'as', 'a', 'play--as', 'good', 'as\n', 'a']",CharlesDickens,0
"['allays', 'an', ""hour's"", ""diff'unce"", 'everywhah,', 'Mars', 'Tom?ï¿½\n', '\n', 'ï¿½An', 'hour?', 'No!', ""It's"", 'four', 'minutes', 'difference', 'for', 'every', 'degree', 'of\n', 'longitude,', 'you', 'know.', 'Fifteen', 'of', ""'em's""]",MarkTwain,1
"['the', 'cool', 'weather,', 'and', 'watched', 'them', 'from', 'there.', 'It', 'took', 'them', 'an', 'hour', 'to\n', 'get', 'together', 'and', 'form', 'the', 'procession', 'again;', 'then', 'they', 'started', 'along,']",MarkTwain,1
"['more', 'convinced', 'of', 'anything', 'in', 'my', 'life,', 'than\n', 'I', 'am', 'that', 'that', 'boy', 'will', 'come', 'to', 'be', ""hung.'\n"", '\n', 'As', 'I', 'purpose', 'to', 'show', 'in']",CharlesDickens,0
"['\n', 'He', 'had', 'started', 'like', 'a', 'lightning', 'express.', 'He', 'slowed', 'down,', 'and', 'we', 'glided\n', 'over', 'the', 'sand', 'slower,', 'but', 'still', 'in', 'a', 'kind', 'of', 'sickening']",MarkTwain,1
"[""'It's"", 'a', 'nasty', ""trade,'"", 'said', 'Mr.', 'Limbkins,', 'when', 'Gamfield', 'had', 'again', 'stated\n', 'his', 'wish.\n', '\n', ""'Young"", 'boys', 'have', 'been', 'smothered', 'in', 'chimneys', 'before', ""now,'"", 'said']",CharlesDickens,0
"['whether', 'all\n', 'boards', 'were', 'born', 'with', 'that', 'white', 'stuff', 'on', 'their', 'heads,', 'and', 'were', 'boards\n', 'from', 'thenceforth', 'on', 'that', 'account.\n', '\n', ""'Well,'"", 'said', 'the', 'old']",CharlesDickens,0
"['probably,\n', 'whether', 'he', 'was', 'destined', 'to', 'be', 'regaled', 'with', 'a', 'cabbage-stalk', 'or', 'two', 'when\n', 'he', 'had', 'disposed', 'of', 'the', 'two', 'sacks', 'of', 'soot', 'with', 'which']",CharlesDickens,0
"['was', 'set', 'before', 'him.\n', '\n', 'I', 'wish', 'some', 'well-fed', 'philosopher,', 'whose', 'meat', 'and', 'drink', 'turn', 'to', 'gall\n', 'within', 'him;', 'whose', 'blood', 'is', 'ice,', 'whose', 'heart']",CharlesDickens,0
"[""mad,'"", 'said', 'Mrs.', 'Sowerberry.\n', '\n', ""'No"", 'boy', 'in', 'half', 'his', 'senses', 'could', 'venture', 'to', 'speak', 'so', 'to', ""you.'\n"", '\n', ""'It's"", 'not', 'Madness,', ""ma'am,'"", 'replied', 'Mr.']",CharlesDickens,0
"['to', 'care', 'for,', 'or', 'to', 'care', 'for', 'him.', '', 'The', 'regret', 'of', 'no', 'recent\n', 'separation', 'was', 'fresh', 'in', 'his', 'mind;', 'the', 'absence', 'of', 'no', 'loved']",CharlesDickens,0
"['tired', 'we', ""couldn't"", 'hold', 'them', 'any', 'more.', 'Two', 'hours--three\n', 'hours--just', 'gazing', 'and', 'gazing,', 'and', 'nothing', 'but', 'sand,', 'sand,', 'SAND,', 'and', 'you\n', 'could', 'see', 'the', 'quivering']",MarkTwain,1
"['dey', ""warn't"", 'no', ""'casion"", 'to', 'prove', 'it.', 'A', 'body\n', ""'at's"", 'got', 'any', 'sense', ""ain't"", 'gwine', 'to', 'doubt', 'it.', 'Dah', 'she', 'is', 'now--a', ""sailin'\n"", 'thoo', 'de']",MarkTwain,1
"['too--seven', 'hundred', 'and', 'fifty', 'times', 'his', 'own', 'length,', 'in', 'one\n', 'little', 'second--for', 'he', ""don't"", 'fool', 'away', 'any', 'time', 'stopping', 'and', 'starting--he\n', 'does', 'them', 'both', 'at']",MarkTwain,1
"['cat', 'home', 'by', 'the', 'tail', 'was\n', 'gitting', 'knowledge', 'that', 'was', 'always', 'going', 'to', 'be', 'useful', 'to', 'him,', 'and', ""warn't\n"", 'ever', 'going', 'to', 'grow', 'dim', 'or']",MarkTwain,1
"['severe', 'internal', 'injury', 'and', 'damage,', 'from\n', 'which', 'he', 'was', 'at', 'that', 'moment', 'suffering', 'the', 'acutest', 'torture.\n', '\n', 'When', 'Noah', 'saw', 'that', 'the', 'intelligence', 'he', 'communicated']",CharlesDickens,0
"['although', 'the', 'recognition', 'was', 'only\n', 'for', 'an', 'instant--for', 'the', 'briefest', 'space', 'of', 'time', 'that', 'can', 'possibly', 'be\n', 'conceived--it', 'was', 'enough', 'to', 'show', 'the', 'old', 'man']",CharlesDickens,0
"['but', 'I', ""warn't"", 'going', 'to', 'say', 'so,', 'because', 'I\n', 'could', 'see', 'Tom', 'was', 'souring', 'up', 'pretty', 'fast', 'over', 'the', 'way', 'it', 'flatted', 'out\n', 'and', 'the']",MarkTwain,1
"['and', 'so', 'is', 'a', 'penny;', 'but', 'they', 'are', 'small', 'helps', 'to', 'a', 'sixty-five', ""miles'"", 'walk\n', 'in', 'winter', ""time.'"", '', 'But', ""Oliver's"", 'thoughts,', 'like', 'those', 'of']",CharlesDickens,0
"['laid\n', 'down', 'on', 'the', 'locker,', 'and', 'give', 'it', 'up.\n', '\n', 'But', 'by', 'and', 'by', 'Tom', 'raised', 'a', 'whoop,', 'and', 'there', 'she', 'was!', 'A', 'lake,', 'wide']",MarkTwain,1
"['Bumble,\n', 'tapping', 'the', 'undertaker', 'on', 'the', 'shoulder,', 'in', 'a', 'friendly', 'manner,', 'with', 'his\n', 'cane.\n', '\n', ""'Think"", ""so?'"", 'said', 'the', 'undertaker', 'in', 'a', 'tone', 'which', 'half']",CharlesDickens,0
"['your', 'gruel;', ""that's"", 'a', 'very', 'foolish', 'action,', ""Oliver.'"", '', 'It\n', 'certainly', 'was,', 'for', 'there', 'was', 'quite', 'enough', 'water', 'in', 'it', 'already.\n', '\n', 'On', 'their', 'way']",CharlesDickens,0
"[""warn't"", 'doing', 'me', 'no', 'harm,', 'and', 'I', ""ain't\n"", 'going', 'to.\n', '\n', 'But', 'I', 'was', 'aggravated', 'about', 'that', 'welkin.', 'I', 'wanted', 'to', 'know.', 'I', 'got', 'the\n']",MarkTwain,1
"['\n', 'There', 'was', 'not', 'so', 'great', 'a', 'necessity', 'for', 'hurrying', 'as', 'Mr.', 'Sowerberry', 'had\n', 'anticipated,', 'however;', 'for', 'when', 'they', 'reached', 'the', 'obscure', 'corner', 'of', 'the\n']",CharlesDickens,0
"['because', 'the', 'small-pox', ""don't"", 'come', 'but', 'once.', 'But,', 'on', 'the', 'other\n', 'hand,', 'Uncle', 'Abner', 'said', 'that', 'the', 'person', 'that', 'had', 'took', 'a', 'bull', 'by', 'the']",MarkTwain,1
"['pure', 'theology', 'by', 'the', 'laws', 'that', 'protect', 'real', 'estate!ï¿½\n', '\n', 'Now', ""that's"", 'just', 'where', 'Tom', 'Sawyer', ""warn't"", 'fair.', 'Jim', ""didn't"", 'mean', 'no', 'harm,\n', 'and', 'I']",MarkTwain,1
"['wisdom,', 'he', 'would', 'most', 'inevitably', 'and', 'indubitably', 'have', 'been\n', 'killed', 'in', 'no', 'time.', '', 'There', 'being', 'nobody', 'by,', 'however,', 'but', 'a', 'pauper', 'old\n', 'woman,', 'who']",CharlesDickens,0
"['word', 'once', 'in', 'a', 'while', 'when', 'a', 'body', 'had', 'to', 'say', 'something\n', 'or', 'bust,', 'we', 'was', 'so', 'scared', 'and', 'worried.', 'The', 'night', 'dragged', 'along', 'slow']",MarkTwain,1
"['impetuous', 'manner,', 'about', 'twenty-five', 'times.\n', 'When', 'he', 'began', 'to', 'undo', 'the', 'chain,', 'the', 'legs', 'desisted,', 'and', 'a', 'voice', 'began.\n', '\n', ""'Open"", 'the', 'door,', 'will', ""yer?'""]",CharlesDickens,0
"['you', 'young', ""rascal!'\n"", '\n', 'Oliver', 'stared', 'innocently', 'in', 'Mr.', ""Bumble's"", 'face', 'at', 'this', 'somewhat\n', 'contradictory', 'style', 'of', 'address;', 'but', 'that', 'gentleman', 'prevented', 'his\n', 'offering', 'any']",CharlesDickens,0
"['ripping', 'along,', 'and', 'everybody', 'just', 'petrified\n', 'to', 'see', 'it;', 'and', 'when', 'they', 'got', 'to', 'the', 'Capitol', 'at', 'last', 'it', 'was', 'the', 'quickest\n', 'trip', 'that', 'ever']",MarkTwain,1
"['a\n', 'body', 'all', 'the', 'time;', 'but', 'up', 'here', 'in', 'the', 'sky', 'it', 'was', 'so', 'still', 'and', 'sunshiny\n', 'and', 'lovely,', 'and', 'plenty', 'to', 'eat,', 'and', 'plenty']",MarkTwain,1
"['lake?ï¿½\n', '\n', 'ï¿½Yes--you', 'think', 'you', 'did.ï¿½\n', '\n', 'ï¿½I', ""don't"", 'think', 'nothing', 'about', 'it,', 'I', 'DID', 'see', 'it.ï¿½\n', '\n', 'ï¿½I', 'tell', 'you', 'you', ""DIDN'T"", 'see', 'it']",MarkTwain,1
"['let', 'into', 'the\n', 'camel-driver', 'the', 'hardest', 'he', 'knowed', 'how,', 'and', 'I', 'had', 'to', 'agree', 'with', 'him;', 'and\n', 'he', 'praised', 'up', 'the', 'dervish', 'the', 'highest', 'he']",MarkTwain,1
"['witnessed', 'the', 'little', 'dispute\n', 'between', 'Mr.', 'Gamfield', 'and', 'the', 'donkey,', 'he', 'smiled', 'joyously', 'when', 'that\n', 'person', 'came', 'up', 'to', 'read', 'the', 'bill,', 'for', 'he', 'saw']",CharlesDickens,0
"['a', 'farm', 'and', 'it', 'was', 'mine,', 'and\n', 'another', 'person', 'wanted', 'it,', 'would', 'it', 'be', 'right', 'for', 'him', 'to--ï¿½\n', '\n', 'ï¿½Oh,', 'shucks!', 'you', ""don't"", 'know', 'enough']",MarkTwain,1
"['was', 'it:\n', '\n', 'The', 'members', 'of', 'this', 'board', 'were', 'very', 'sage,', 'deep,', 'philosophical', 'men;', 'and\n', 'when', 'they', 'came', 'to', 'turn', 'their', 'attention', 'to', 'the', 'workhouse,']",CharlesDickens,0
"['shirt,', 'en', 'dey', ""ain't"", 'no', 'ruffles', 'on\n', 'it,', 'nuther.', 'Dey', ""ain't"", 'no', 'place', 'to', 'put', ""'em"", 'on;', 'you', ""can't"", 'put', 'em', 'on,', 'and\n', 'dey', ""wouldn't""]",MarkTwain,1
"['for', 'herself.\n', 'So,', 'she', 'appropriated', 'the', 'greater', 'part', 'of', 'the', 'weekly', 'stipend', 'to', 'her', 'own\n', 'use,', 'and', 'consigned', 'the', 'rising', 'parochial', 'generation', 'to', 'even', 'a']",CharlesDickens,0
"['right', 'mine,', 'Mars', 'Tom.', 'Oh,', 'but\n', ""don't"", 'she', 'look', 'good!', ""'clah"", 'I', ""doan'"", 'know', 'how', ""I's"", 'gwine', 'to', 'wait', 'tell', 'we\n', 'gits', 'dah,', ""I's"", 'SO']",MarkTwain,1
"['I\n', 'know', 'that,', 'my', 'dear.', 'I', 'only', 'tried', 'to', 'frighten', 'you.', ""You're"", 'a', 'brave', 'boy.\n', 'Ha!', 'ha!', ""you're"", 'a', 'brave', 'boy,', ""Oliver.'"", 'The', 'Jew', 'rubbed']",CharlesDickens,0
"['just', 'the', 'same', 'way.', ""There's"", 'lots', 'of', 'such', 'things,', 'and', 'THEY\n', 'educate', 'a', 'person,', ""that's"", 'what', 'Uncle', 'Abner', 'always', 'said;', 'but', ""there's"", 'forty\n', 'MILLION', 'lots']",MarkTwain,1
"['his', 'forehead.\n', 'The', 'angry', 'flush', 'had', 'not', 'disappeared,', 'however;', 'and', 'when', 'he', 'was', 'pulled\n', 'out', 'of', 'his', 'prison,', 'he', 'scowled', 'boldly', 'on', 'Noah,', 'and', 'looked']",CharlesDickens,0
"['his', 'mouth', 'to', 'the', 'keyhole,', 'said,', 'in', 'a', 'deep', 'and', 'impressive', 'tone:\n', '\n', ""'Oliver!'\n"", '\n', ""'Come;"", 'you', 'let', 'me', ""out!'"", 'replied', 'Oliver,', 'from', 'the', 'inside.\n']",CharlesDickens,0
"['from', 'one', 'side', 'of', 'the', 'sky', 'to', 'the\n', 'other', 'every', 'day.', 'Did', 'that', 'prove', 'that', 'the', 'sun', 'DONE', 'it?ï¿½\n', '\n', 'ï¿½Course', 'it', 'did.', 'En', 'besides,']",MarkTwain,1
"['Bumble,', ""'you"", ""don't"", 'know', 'anybody', 'who', 'wants', 'a', 'boy,\n', 'do', 'you?', '', 'A', 'porochial', ""'prentis,"", 'who', 'is', 'at', 'present', 'a', 'dead-weight;', 'a\n', 'millstone,', 'as', 'I']",CharlesDickens,0
"['every', 'which', 'way,', 'and', 'so', 'did', 'the', 'camels.\n', '\n', 'We', 'see', 'that', 'we', 'was', 'making', 'trouble,', 'so', 'we', 'went', 'up', 'again', 'about', 'a', 'mile,', 'to\n']",MarkTwain,1
"['philosopher.\n', '\n', 'Everybody', 'knows', 'the', 'story', 'of', 'another', 'experimental', 'philosopher', 'who', 'had', 'a\n', 'great', 'theory', 'about', 'a', 'horse', 'being', 'able', 'to', 'live', 'without', 'eating,', 'and']",CharlesDickens,0
"['one', 'thing', 'that', 'kept', 'bothering', 'me,', 'and', 'by', 'and', 'by', 'I', 'says:\n', '\n', 'ï¿½Tom,', ""didn't"", 'we', 'start', 'east?ï¿½\n', '\n', 'ï¿½Yes.ï¿½\n', '\n', 'ï¿½How', 'fast', 'have', 'we']",MarkTwain,1
"['in', 'half', 'an', 'hour,', 'and', 'a', 'quarter', 'extra', 'if', 'you', 'do', 'it', 'in', 'twenty\n', 'minutes!ï¿½\n', '\n', 'ï¿½Done!ï¿½', 'says', 'the', 'darky.\n', '\n', 'Nat', 'he', 'jumped', 'in']",MarkTwain,1
"['bright', 'dark', 'eyes,', 'which', 'had', 'been\n', 'staring', 'vacantly', 'before', 'him,', 'fell', 'on', ""Oliver's"", 'face;', 'the', ""boy's"", 'eyes', 'were\n', 'fixed', 'on', 'his', 'in', 'mute', 'curiousity;', 'and']",CharlesDickens,0
"['a\n', 'charity-boy', 'tearing', 'through', 'the', 'streets', 'pell-mell,', 'with', 'no', 'cap', 'on', 'his\n', 'head,', 'and', 'a', 'clasp-knife', 'at', 'his', 'eye.\n', '\n', '\n', '\n', 'CHAPTER', 'VII\n', '\n']",CharlesDickens,0
"['but', 'air', 'and', 'heat', 'and', 'thirstiness\n', 'pasted', 'together', 'by', 'a', ""person's"", 'imagination.', 'If', 'I--gimme', 'the', 'glass!ï¿½\n', '\n', 'He', 'grabbed', 'it', 'and', 'begun', 'to', 'gaze', 'off']",MarkTwain,1
"['making', 'a', 'low', 'obeisance', 'to', 'Oliver,', 'took', 'him', 'by', 'the\n', 'hand,', 'and', 'hoped', 'he', 'should', 'have', 'the', 'honour', 'of', 'his', 'intimate', 'acquaintance.\n', 'Upon', 'this,', 'the']",CharlesDickens,0
"['poor', 'married', 'people,', 'in\n', 'consequence', 'of', 'the', 'great', 'expense', 'of', 'a', 'suit', 'in', ""Doctors'"", 'Commons;', 'and,\n', 'instead', 'of', 'compelling', 'a', 'man', 'to', 'support', 'his', 'family,']",CharlesDickens,0
"[""Work'us,'"", 'said', 'Noah,', 'as', 'a', 'tear\n', 'rolled', 'down', ""Oliver's"", 'cheek.', '', ""'What's"", 'set', 'you', 'a', 'snivelling', ""now?'\n"", '\n', ""'Not"", ""_you_,'"", 'replied', 'Oliver,', 'sharply.', ""'There;"", ""that's""]",CharlesDickens,0
"['the', 'two', 'boys', 'that', 'they', 'had', 'both', 'been', 'there;', 'and', 'Oliver', 'naturally\n', 'wondered', 'how', 'they', 'could', 'possibly', 'have', 'found', 'time', 'to', 'be', 'so', 'very\n', 'industrious.\n']",CharlesDickens,0
"['was', 'right.', 'That', 'is,', 'she', 'was', 'right', 'as', 'to', 'the', 'rest\n', 'of', 'the', 'world,', 'but', 'she', ""warn't"", 'right', 'about', 'the', 'part', 'our', 'village', 'is', 'in;\n']",MarkTwain,1
